url,slug,title,category,published_date,word_count,intent_cluster,product_relevance,health_sensitive,author_present,reviewer_present,published_at_present,updated_at_present,sources_present,methodology_present,disclosure_present,search_console_status,backlink_status,provisional_action,provisional_destination,cannibalisation_signal,notes
/blog/muscle-growth-timeline-2026,muscle-growth-timeline-2026,The Muscle-Growth Timeline: From a Workout to Adaptation,,,568,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/muscle-memory-detraining-science-2026,muscle-memory-detraining-science-2026,Muscle Memory: The Science of Losing Gains (And Getting Them Back Faster),,,899,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/muscle-memory-hypertrophy-detraining-science,muscle-memory-hypertrophy-detraining-science,Muscle Memory After Detraining: What the Science Shows,,,785,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/muscle-memory-myonuclei-retention-science,muscle-memory-myonuclei-retention-science,Muscle Memory and Myonuclei: What Training May Retain,,,781,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/muscle-memory-science-gains-faster,muscle-memory-science-gains-faster,Muscle Memory: Why Your Gains Come Back Faster,,,938,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/muscle-memory-science-gains,muscle-memory-science-gains,Muscle Memory: The Science Behind Why Your Gains Stick,,,936,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/muscle-protein-synthesis-refractory-period,muscle-protein-synthesis-refractory-period,The MPS Refractory Period: Why the 3–4 Hour Rule Is Not a Law,,,681,nutrition_and_supplements,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Source-only inventory; demand and links not yet checked.
/blog/muscle-pump-myth-2026,muscle-pump-myth-2026,The Muscle Pump Myth: What Science Actually Says,,,937,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/muscle-quality-echogenicity-ultrasound-gains,muscle-quality-echogenicity-ultrasound-gains,Muscle Quality and Ultrasound: What Echogenicity Can Show,,,892,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/music-strength-training-performance-science,music-strength-training-performance-science,Music and Strength Training: What the Evidence Supports,,,813,volume_and_programming,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Source-only inventory; demand and links not yet checked.
/blog/myo-reps-rest-pause-training-efficiency,myo-reps-rest-pause-training-efficiency,"Myo-Reps and Rest-Pause Training: Efficient Tools, Not Magic",,,800,volume_and_programming,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/myokines-muscle-endocrine-organ,myokines-muscle-endocrine-organ,Myokines and Exerkines: What Muscle-Signalling Research Actually Shows,,,666,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/myostatin-muscle-growth-genetic-limits,myostatin-muscle-growth-genetic-limits,Myostatin and Muscle Growth: What Lifters Can and Cannot Infer,,,763,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/nac-supplementation-exercise-performance,nac-supplementation-exercise-performance,NAC for Exercise Performance: What the Evidence Shows,Supplements,2026-03-04,528,volume_and_programming,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/napping-muscle-recovery-growth-hormone-science,napping-muscle-recovery-growth-hormone-science,Napping for Training Recovery: What the Evidence Supports,,,566,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/neck-training-lifters-strength-aesthetics,neck-training-lifters-strength-aesthetics,Neck Training for Lifters: A Conservative Evidence-Based Guide,,,741,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/neuromuscular-efficiency-nervous-system-recruitment,neuromuscular-efficiency-nervous-system-recruitment,Neural Adaptations to Resistance Training: What Changes Before Muscle Size,,,724,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/nicotinamide-riboside-nad-muscle-health,nicotinamide-riboside-nad-muscle-health,Nicotinamide Riboside and Muscle Health: What NAD+ Research Shows,,,635,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/omega-3-fatty-acids-muscle-growth-2026,omega-3-fatty-acids-muscle-growth-2026,"Omega-3s and Muscle Growth: Strength Signals, Not a Hypertrophy Shortcut",,,536,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/optimal-set-volume-2025-research,optimal-set-volume-2025-research,Training Volume Per Session: Why There Is No Universal 16-Set Limit,,,581,volume_and_programming,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Source-only inventory; demand and links not yet checked.
/blog/optimal-workout-duration-2026,optimal-workout-duration-2026,How Long Should a Workout Last for Muscle Growth?,,,882,recovery_and_health,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/blog,shared source-only cluster: recovery_and_health (52 URLs),Source-only inventory; demand and links not yet checked.
/blog/periodization-dup-vs-linear-2026,periodization-dup-vs-linear-2026,Daily Undulating Periodization vs Linear Periodization: What the Science Says in 2026,,,1044,volume_and_programming,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Source-only inventory; demand and links not yet checked.
/blog/photobiomodulation-low-level-laser-therapy-muscle-science,photobiomodulation-low-level-laser-therapy-muscle-science,Photobiomodulation for Lifters: What Low-Level Light Studies Actually Show,,,737,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/plateaus-break-through-muscle,plateaus-break-through-muscle,Plateaus: Why You Stopped Growing (And How to Break Through),,2026-03-04,592,volume_and_programming,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/post-activation-potentiation-pap-strength-science,post-activation-potentiation-pap-strength-science,PAP and PAPE: What Heavy Warm-Ups Can—and Cannot—Do,,,624,general_training,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/blog,shared source-only cluster: general_training (79 URLs),Source-only inventory; demand and links not yet checked.
/blog/pqq-supplementation-mitochondrial-muscle-health,pqq-supplementation-mitochondrial-muscle-health,PQQ for Muscle Health: What Human Evidence Shows,Supplements,2026-02-25,506,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/pre-sleep-protein-casein-muscle-growth-2026,pre-sleep-protein-casein-muscle-growth-2026,Pre-Sleep Protein: What Casein Can—and Cannot—Add,,,712,nutrition_and_supplements,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Source-only inventory; demand and links not yet checked.
/blog/pre-workout-meal-science-fueling-training,pre-workout-meal-science-fueling-training,Pre-Workout Meals: How to Fuel Resistance Training Without a Magic Window,,,981,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/pre-workout-protein-science-2026,pre-workout-protein-science-2026,Pre-Workout Protein and Muscle Growth: Timing in Context,,,959,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/progress-stalled-hidden-factors-beyond-programming,progress-stalled-hidden-factors-beyond-programming,Why Progress Stalls: A Practical Audit Beyond Programming,,,863,progression_and_effort,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/progressive-overload-app-works,progressive-overload-app-works,Progressive Overload App: Why Most Apps Fail and What Works,Workout Apps,2026-05-15,1035,progression_and_effort,medium,no,no,no,no,yes,no,no,no,unknown,unknown,KEEP_AND_IMPROVE,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Source-only inventory; demand and links not yet checked.
/blog/progressive-overload-beyond-adding-weight,progressive-overload-beyond-adding-weight,Progressive Overload: More Than Adding Weight,,,758,progression_and_effort,medium,yes,no,no,no,yes,no,no,no,unknown,unknown,KEEP_AND_IMPROVE,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/progressive-overload-muscle-building,progressive-overload-muscle-building,Progressive Overload: How to Progress Without Guessing,,2026-03-04,626,progression_and_effort,medium,yes,no,no,no,yes,no,no,no,unknown,unknown,KEEP_AND_IMPROVE,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/protein-distribution-muscle-protein-synthesis,protein-distribution-muscle-protein-synthesis,Protein Distribution: How to Spread Intake Without Chasing a Timer,,,586,nutrition_and_supplements,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Source-only inventory; demand and links not yet checked.
/blog/protein-muscle-growth-guide,protein-muscle-growth-guide,Protein and Muscle Growth: A Practical Guide,Nutrition,,621,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/protein-optimization-muscle-growth,protein-optimization-muscle-growth,"Protein for Muscle Growth: Amount, Meals, and Timing",,,893,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/protein-quality-pdcaas-diaas-muscle-growth,protein-quality-pdcaas-diaas-muscle-growth,"Protein Quality, PDCAAS, and DIAAS: What the Scores Can Tell You",,,615,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/proximity-to-failure-hypertrophy-2026,proximity-to-failure-hypertrophy-2026,Load and Proximity to Failure: How to Choose Effort for Hypertrophy,,,645,progression_and_effort,medium,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Source-only inventory; demand and links not yet checked.
/blog/psychology-muscle-building-habits,psychology-muscle-building-habits,The Psychology of Consistency: Building Training Habits,,,839,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/psychology-muscle-building-mindset-habits,psychology-muscle-building-mindset-habits,The Psychology of Muscle Building: Habits That Make Training Repeatable,,,762,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/rear-delt-training-neglected-muscle,rear-delt-training-neglected-muscle,Rear Delt Training: The Neglected Muscle That's Holding Back Your Physique,,,1021,progression_and_effort,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/recovery-technologies-muscle-building-science,recovery-technologies-muscle-building-science,Recovery Technologies for Lifters: What Helps and What Is Mostly Hype,,,705,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/red-light-therapy-muscle-growth-science,red-light-therapy-muscle-growth-science,Red Light Therapy for Muscle Growth: How to Read the Evidence,,,790,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/rep-range-myth-muscle-growth-failure,rep-range-myth-muscle-growth-failure,Rep Ranges and Muscle Growth: What Matters More Than 8–12,,,750,progression_and_effort,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/resistance-bands-hypertrophy-muscle-growth-science,resistance-bands-hypertrophy-muscle-growth-science,Resistance Bands for Muscle Growth: What the Evidence Supports,,,798,progression_and_effort,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Source-only inventory; demand and links not yet checked.
/blog/resistance-training-hypoxia-altitude-muscle-growth,resistance-training-hypoxia-altitude-muscle-growth,Resistance Training in Hypoxia: Does Training at Altitude Build More Muscle?,,,686,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/resistance-training-mental-health-brain-aging-2026,resistance-training-mental-health-brain-aging-2026,Resistance Training and Mental Health: What the Evidence Supports,,,635,volume_and_programming,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/rest-intervals-hypertrophy-science,rest-intervals-hypertrophy-science,Rest Intervals for Hypertrophy: How Long Should You Wait?,,,578,exercise_selection,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/blog,shared source-only cluster: exercise_selection (36 URLs),Source-only inventory; demand and links not yet checked.
/blog/rest-periods-hypertrophy-science,rest-periods-hypertrophy-science,Rest Periods for Hypertrophy: How Long to Rest Between Sets,Training,,951,volume_and_programming,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/rpe-vs-rir-autoregulation-2025,rpe-vs-rir-autoregulation-2025,RPE vs RIR vs Percentage-Based Training: A Practical Autoregulation Guide,Training,2025-01-01,663,progression_and_effort,medium,no,no,no,no,yes,no,no,no,unknown,unknown,KEEP_AND_IMPROVE,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Source-only inventory; demand and links not yet checked.
/blog/sarcoplasmic-vs-myofibrillar-hypertrophy-science-2026,sarcoplasmic-vs-myofibrillar-hypertrophy-science-2026,Sarcoplasmic vs Myofibrillar Hypertrophy: What the Evidence Shows,,,635,volume_and_programming,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Source-only inventory; demand and links not yet checked.
/blog/satellite-cells-muscle-growth-science,satellite-cells-muscle-growth-science,Satellite Cells and Muscle Growth: What Human Research Shows,,,659,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sauna-muscle-recovery-lifters-science,sauna-muscle-recovery-lifters-science,Sauna Use for Lifters: Heat Therapy for Muscle Growth and Recovery,,,779,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sleep-deprivation-muscle-protein-synthesis,sleep-deprivation-muscle-protein-synthesis,Sleep Loss and Muscle Growth: What the Evidence Actually Shows,,,1020,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sleep-growth-hormone-brain-circuits-2026,sleep-growth-hormone-brain-circuits-2026,"Sleep, Growth Hormone, and Muscle: What the Research Shows",,,543,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sleep-growth-hormone-circuit-2025,sleep-growth-hormone-circuit-2025,The Sleep-Muscle Connection: 2025 Research on How Sleep Builds Muscle,,,836,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sleep-growth-hormone-circuit-muscle-building-2025,sleep-growth-hormone-circuit-muscle-building-2025,"Sleep, Growth Hormone, and Muscle: What the Research Shows",,,994,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sleep-hormones-muscle-growth,sleep-hormones-muscle-growth,Sleep and Muscle Growth: What Recovery Actually Does,Health,,847,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sleep-recovery-muscle-growth,sleep-recovery-muscle-growth,Sleep and Muscle Recovery: What the Human Evidence Supports,,,662,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sleep-wearables-lifters-2026,sleep-wearables-lifters-2026,Sleep Wearables for Lifters: What the Data Can Actually Tell You,,,1153,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/sodium-bicarbonate-ergogenic-aid-performance,sodium-bicarbonate-ergogenic-aid-performance,Sodium Bicarbonate for High-Intensity Exercise: What It Can and Cannot Do,,,532,nutrition_and_supplements,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/spermidine-supplementation-muscle-autophagy,spermidine-supplementation-muscle-autophagy,Spermidine for Muscle Health: What Human Evidence Shows,Supplements,2026-02-25,555,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/stanford-cartilage-regeneration-lifters-joints-2026,stanford-cartilage-regeneration-lifters-joints-2026,Cartilage Regeneration Research: What Lifters Should Know,,,819,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/strength-vs-size-hypertrophy-science,strength-vs-size-hypertrophy-science,Training for Strength vs Size: Can You Actually Do Both?,,,915,volume_and_programming,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/stretch-mediated-hypertrophy-lengthened-partials,stretch-mediated-hypertrophy-lengthened-partials,Lengthened Partials and Stretch-Mediated Hypertrophy: What We Know,,,627,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/strong-to-surpass-import-guide,strong-to-surpass-import-guide,Strong to Surpass Import Guide: Check Your CSV Before Switching Apps,Workout Apps,2026-05-17,673,workout_apps_migration,medium,no,no,no,no,yes,no,no,no,unknown,unknown,KEEP_AND_IMPROVE,/hevy-alternative,shared source-only cluster: workout_apps_migration (18 URLs),Source-only inventory; demand and links not yet checked.
/blog/supercompensation-functional-overreaching,supercompensation-functional-overreaching,Supercompensation and Functional Overreaching: What They Mean,,,849,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/supersets-hypertrophy-science-2026,supersets-hypertrophy-science-2026,Supersets for Hypertrophy: Time Efficiency and Trade-Offs,,,624,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/supplement-stacking-science,supplement-stacking-science,Supplement Stacking: What Works Together and What Is Uncertain,Supplements,2026-02-25,707,volume_and_programming,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/tools/weekly-volume-checker,shared source-only cluster: volume_and_programming (41 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/supplement-timing-science-muscle-building,supplement-timing-science-muscle-building,"Supplement Timing: Creatine, Protein, and Caffeine",Supplements,2026-02-25,642,nutrition_and_supplements,low,no,no,no,no,yes,no,no,no,unknown,unknown,REVIEW_AFTER_SEARCH_CONSOLE,/blog,shared source-only cluster: nutrition_and_supplements (48 URLs),Source-only inventory; demand and links not yet checked.
/blog/surpass-competitor-analysis-2026,surpass-competitor-analysis-2026,Surpass Competitor Analysis: The Complete Dossier,Business,,1437,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/tart-cherry-juice-precovery-science,tart-cherry-juice-precovery-science,Tart Cherry Juice for Training Recovery: What “Precovery” Means,,,636,recovery_and_health,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: recovery_and_health (52 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/taurine-supplementation-fitness-performance-2026,taurine-supplementation-fitness-performance-2026,Taurine and Exercise Performance: What the Evidence Actually Shows,,,637,exercise_selection,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: exercise_selection (36 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/tempo-training-hypertrophy-science-2026,tempo-training-hypertrophy-science-2026,Tempo Training and Hypertrophy: How Fast Should Reps Be?,,,526,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/tendon-training-science-weak-link-gains,tendon-training-science-weak-link-gains,"Tendon Training for Lifters: Loading, Progression, and Limits",,,672,progression_and_effort,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/progressive-overload,shared source-only cluster: progression_and_effort (45 URLs),Health-sensitive topic requires source and review audit before acquisition use.
/blog/testosterone-muscle-building-science-2026,testosterone-muscle-building-science-2026,Testosterone and Muscle Building: What Lifters Need to Know,Health,,987,general_training,low,yes,no,no,no,yes,no,no,no,unknown,unknown,NOINDEX_OR_EXPERT_REVIEW,/blog,shared source-only cluster: general_training (79 URLs),Health-sensitive topic requires source and review audit before acquisition use.
